[30.116622, -97.768810000000002]	[30.12630458974359, -97.768810000000002]	[30.135987179487181, -97.768810000000002]	[30.145669769230768, -97.768810000000002]	[30.155352358974358, -97.768810000000002]	[30.165034948717949, -97.768810000000002]	[30.17471753846154, -97.768810000000002]	[30.184400128205127, -97.768810000000002]	[30.194082717948717, -97.768810000000002]	[30.203765307692308, -97.768810000000002]	[30.213447897435898, -97.768810000000002]	[30.223130487179485, -97.768810000000002]	[30.232813076923076, -97.768810000000002]	[30.242495666666667, -97.768810000000002]	[30.252178256410257, -97.768810000000002]	[30.261860846153848, -97.768810000000002]	[30.271543435897435, -97.768810000000002]	[30.281226025641026, -97.768810000000002]	[30.290908615384616, -97.768810000000002]	[30.300591205128207, -97.768810000000002]	[30.310273794871794, -97.768810000000002]	[30.319956384615384, -97.768810000000002]	[30.329638974358975, -97.768810000000002]	[30.339321564102566, -97.768810000000002]	[30.349004153846153, -97.768810000000002]	[30.358686743589743, -97.768810000000002]	[30.368369333333334, -97.768810000000002]	[30.378051923076924, -97.768810000000002]	[30.387734512820515, -97.768810000000002]	[30.397417102564102, -97.768810000000002]	[30.407099692307693, -97.768810000000002]	[30.416782282051283, -97.768810000000002]	[30.426464871794874, -97.768810000000002]	[30.436147461538461, -97.768810000000002]	[30.445830051282051, -97.768810000000002]	[30.455512641025642, -97.768810000000002]	[30.465195230769233, -97.768810000000002]	[30.47487782051282, -97.768810000000002]	[30.48456041025641, -97.768810000000002]	[30.494243000000001, -97.768810000000002]
[30.116622, -97.656200333333331]	[30.12630458974359, -97.656200333333331]	[30.135987179487181, -97.656200333333331]	[30.145669769230768, -97.656200333333331]	[30.155352358974358, -97.656200333333331]	[30.165034948717949, -97.656200333333331]	[30.17471753846154, -97.656200333333331]	[30.184400128205127, -97.656200333333331]	[30.194082717948717, -97.656200333333331]	[30.203765307692308, -97.656200333333331]	[30.213447897435898, -97.656200333333331]	[30.223130487179485, -97.656200333333331]	[30.232813076923076, -97.656200333333331]	[30.242495666666667, -97.656200333333331]	[30.252178256410257, -97.656200333333331]	[30.261860846153848, -97.656200333333331]	[30.271543435897435, -97.656200333333331]	[30.281226025641026, -97.656200333333331]	[30.290908615384616, -97.656200333333331]	[30.300591205128207, -97.656200333333331]	[30.310273794871794, -97.656200333333331]	[30.319956384615384, -97.656200333333331]	[30.329638974358975, -97.656200333333331]	[30.339321564102566, -97.656200333333331]	[30.349004153846153, -97.656200333333331]	[30.358686743589743, -97.656200333333331]	[30.368369333333334, -97.656200333333331]	[30.378051923076924, -97.656200333333331]	[30.387734512820515, -97.656200333333331]	[30.397417102564102, -97.656200333333331]	[30.407099692307693, -97.656200333333331]	[30.416782282051283, -97.656200333333331]	[30.426464871794874, -97.656200333333331]	[30.436147461538461, -97.656200333333331]	[30.445830051282051, -97.656200333333331]	[30.455512641025642, -97.656200333333331]	[30.465195230769233, -97.656200333333331]	[30.47487782051282, -97.656200333333331]	[30.48456041025641, -97.656200333333331]	[30.494243000000001, -97.656200333333331]
[30.116622, -97.647538051282055]	[30.12630458974359, -97.647538051282055]	[30.135987179487181, -97.647538051282055]	[30.145669769230768, -97.647538051282055]	[30.155352358974358, -97.647538051282055]	[30.165034948717949, -97.647538051282055]	[30.17471753846154, -97.647538051282055]	[30.184400128205127, -97.647538051282055]	[30.194082717948717, -97.647538051282055]	[30.203765307692308, -97.647538051282055]	[30.213447897435898, -97.647538051282055]	[30.223130487179485, -97.647538051282055]	[30.232813076923076, -97.647538051282055]	[30.242495666666667, -97.647538051282055]	[30.252178256410257, -97.647538051282055]	[30.261860846153848, -97.647538051282055]	[30.271543435897435, -97.647538051282055]	[30.281226025641026, -97.647538051282055]	[30.290908615384616, -97.647538051282055]	[30.300591205128207, -97.647538051282055]	[30.310273794871794, -97.647538051282055]	[30.319956384615384, -97.647538051282055]	[30.329638974358975, -97.647538051282055]	[30.339321564102566, -97.647538051282055]	[30.349004153846153, -97.647538051282055]	[30.358686743589743, -97.647538051282055]	[30.368369333333334, -97.647538051282055]	[30.378051923076924, -97.647538051282055]	[30.387734512820515, -97.647538051282055]	[30.397417102564102, -97.647538051282055]	[30.407099692307693, -97.647538051282055]	[30.416782282051283, -97.647538051282055]	[30.426464871794874, -97.647538051282055]	[30.436147461538461, -97.647538051282055]	[30.445830051282051, -97.647538051282055]	[30.455512641025642, -97.647538051282055]	[30.465195230769233, -97.647538051282055]	[30.47487782051282, -97.647538051282055]	[30.48456041025641, -97.647538051282055]	[30.494243000000001, -97.647538051282055]
[30.116622, -97.638875769230765]	[30.12630458974359, -97.638875769230765]	[30.135987179487181, -97.638875769230765]	[30.145669769230768, -97.638875769230765]	[30.155352358974358, -97.638875769230765]	[30.165034948717949, -97.638875769230765]	[30.17471753846154, -97.638875769230765]	[30.184400128205127, -97.638875769230765]	[30.194082717948717, -97.638875769230765]	[30.203765307692308, -97.638875769230765]	[30.213447897435898, -97.638875769230765]	[30.223130487179485, -97.638875769230765]	[30.232813076923076, -97.638875769230765]	[30.242495666666667, -97.638875769230765]	[30.252178256410257, -97.638875769230765]	[30.261860846153848, -97.638875769230765]	[30.271543435897435, -97.638875769230765]	[30.281226025641026, -97.638875769230765]	[30.290908615384616, -97.638875769230765]	[30.300591205128207, -97.638875769230765]	[30.310273794871794, -97.638875769230765]	[30.319956384615384, -97.638875769230765]	[30.329638974358975, -97.638875769230765]	[30.339321564102566, -97.638875769230765]	[30.349004153846153, -97.638875769230765]	[30.358686743589743, -97.638875769230765]	[30.368369333333334, -97.638875769230765]	[30.378051923076924, -97.638875769230765]	[30.387734512820515, -97.638875769230765]	[30.397417102564102, -97.638875769230765]	[30.407099692307693, -97.638875769230765]	[30.416782282051283, -97.638875769230765]	[30.426464871794874, -97.638875769230765]	[30.436147461538461, -97.638875769230765]	[30.445830051282051, -97.638875769230765]	[30.455512641025642, -97.638875769230765]	[30.465195230769233, -97.638875769230765]	[30.47487782051282, -97.638875769230765]	[30.48456041025641, -97.638875769230765]	[30.494243000000001, -97.638875769230765]
[30.116622, -97.630213487179489]	[30.12630458974359, -97.630213487179489]	[30.135987179487181, -97.630213487179489]	[30.145669769230768, -97.630213487179489]	[30.155352358974358, -97.630213487179489]	[30.165034948717949, -97.630213487179489]	[30.17471753846154, -97.630213487179489]	[30.184400128205127, -97.630213487179489]	[30.194082717948717, -97.630213487179489]	[30.203765307692308, -97.630213487179489]	[30.213447897435898, -97.630213487179489]	[30.223130487179485, -97.630213487179489]	[30.232813076923076, -97.630213487179489]	[30.242495666666667, -97.630213487179489]	[30.252178256410257, -97.630213487179489]	[30.261860846153848, -97.630213487179489]	[30.271543435897435, -97.630213487179489]	[30.281226025641026, -97.630213487179489]	[30.290908615384616, -97.630213487179489]	[30.300591205128207, -97.630213487179489]	[30.310273794871794, -97.630213487179489]	[30.319956384615384, -97.630213487179489]	[30.329638974358975, -97.630213487179489]	[30.339321564102566, -97.630213487179489]	[30.349004153846153, -97.630213487179489]	[30.358686743589743, -97.630213487179489]	[30.368369333333334, -97.630213487179489]	[30.378051923076924, -97.630213487179489]	[30.387734512820515, -97.630213487179489]	[30.397417102564102, -97.630213487179489]	[30.407099692307693, -97.630213487179489]	[30.416782282051283, -97.630213487179489]	[30.426464871794874, -97.630213487179489]	[30.436147461538461, -97.630213487179489]	[30.445830051282051, -97.630213487179489]	[30.455512641025642, -97.630213487179489]	[30.465195230769233, -97.630213487179489]	[30.47487782051282, -97.630213487179489]	[30.48456041025641, -97.630213487179489]	[30.494243000000001, -97.630213487179489]
[30.116622, -97.621551205128213]	[30.12630458974359, -97.621551205128213]	[30.135987179487181, -97.621551205128213]	[30.145669769230768, -97.621551205128213]	[30.155352358974358, -97.621551205128213]	[30.165034948717949, -97.621551205128213]	[30.17471753846154, -97.621551205128213]	[30.184400128205127, -97.621551205128213]	[30.194082717948717, -97.621551205128213]	[30.203765307692308, -97.621551205128213]	[30.213447897435898, -97.621551205128213]	[30.223130487179485, -97.621551205128213]	[30.232813076923076, -97.621551205128213]	[30.242495666666667, -97.621551205128213]	[30.252178256410257, -97.621551205128213]	[30.261860846153848, -97.621551205128213]	[30.271543435897435, -97.621551205128213]	[30.281226025641026, -97.621551205128213]	[30.290908615384616, -97.621551205128213]	[30.300591205128207, -97.621551205128213]	[30.310273794871794, -97.621551205128213]	[30.319956384615384, -97.621551205128213]	[30.329638974358975, -97.621551205128213]	[30.339321564102566, -97.621551205128213]	[30.349004153846153, -97.621551205128213]	[30.358686743589743, -97.621551205128213]	[30.368369333333334, -97.621551205128213]	[30.378051923076924, -97.621551205128213]	[30.387734512820515, -97.621551205128213]	[30.397417102564102, -97.621551205128213]	[30.407099692307693, -97.621551205128213]	[30.416782282051283, -97.621551205128213]	[30.426464871794874, -97.621551205128213]	[30.436147461538461, -97.621551205128213]	[30.445830051282051, -97.621551205128213]	[30.455512641025642, -97.621551205128213]	[30.465195230769233, -97.621551205128213]	[30.47487782051282, -97.621551205128213]	[30.48456041025641, -97.621551205128213]	[30.494243000000001, -97.621551205128213]
[30.116622, -97.612888923076923]	[30.12630458974359, -97.612888923076923]	[30.135987179487181, -97.612888923076923]	[30.145669769230768, -97.612888923076923]	[30.155352358974358, -97.612888923076923]	[30.165034948717949, -97.612888923076923]	[30.17471753846154, -97.612888923076923]	[30.184400128205127, -97.612888923076923]	[30.194082717948717, -97.612888923076923]	[30.203765307692308, -97.612888923076923]	[30.213447897435898, -97.612888923076923]	[30.223130487179485, -97.612888923076923]	[30.232813076923076, -97.612888923076923]	[30.242495666666667, -97.612888923076923]	[30.252178256410257, -97.612888923076923]	[30.261860846153848, -97.612888923076923]	[30.271543435897435, -97.612888923076923]	[30.281226025641026, -97.612888923076923]	[30.290908615384616, -97.612888923076923]	[30.300591205128207, -97.612888923076923]	[30.310273794871794, -97.612888923076923]	[30.319956384615384, -97.612888923076923]	[30.329638974358975, -97.612888923076923]	[30.339321564102566, -97.612888923076923]	[30.349004153846153, -97.612888923076923]	[30.358686743589743, -97.612888923076923]	[30.368369333333334, -97.612888923076923]	[30.378051923076924, -97.612888923076923]	[30.387734512820515, -97.612888923076923]	[30.397417102564102, -97.612888923076923]	[30.407099692307693, -97.612888923076923]	[30.416782282051283, -97.612888923076923]	[30.426464871794874, -97.612888923076923]	[30.436147461538461, -97.612888923076923]	[30.445830051282051, -97.612888923076923]	[30.455512641025642, -97.612888923076923]	[30.465195230769233, -97.612888923076923]	[30.47487782051282, -97.612888923076923]	[30.48456041025641, -97.612888923076923]	[30.494243000000001, -97.612888923076923]
[30.116622, -97.604226641025647]	[30.12630458974359, -97.604226641025647]	[30.135987179487181, -97.604226641025647]	[30.145669769230768, -97.604226641025647]	[30.155352358974358, -97.604226641025647]	[30.165034948717949, -97.604226641025647]	[30.17471753846154, -97.604226641025647]	[30.184400128205127, -97.604226641025647]	[30.194082717948717, -97.604226641025647]	[30.203765307692308, -97.604226641025647]	[30.213447897435898, -97.604226641025647]	[30.223130487179485, -97.604226641025647]	[30.232813076923076, -97.604226641025647]	[30.242495666666667, -97.604226641025647]	[30.252178256410257, -97.604226641025647]	[30.261860846153848, -97.604226641025647]	[30.271543435897435, -97.604226641025647]	[30.281226025641026, -97.604226641025647]	[30.290908615384616, -97.604226641025647]	[30.300591205128207, -97.604226641025647]	[30.310273794871794, -97.604226641025647]	[30.319956384615384, -97.604226641025647]	[30.329638974358975, -97.604226641025647]	[30.339321564102566, -97.604226641025647]	[30.349004153846153, -97.604226641025647]	[30.358686743589743, -97.604226641025647]	[30.368369333333334, -97.604226641025647]	[30.378051923076924, -97.604226641025647]	[30.387734512820515, -97.604226641025647]	[30.397417102564102, -97.604226641025647]	[30.407099692307693, -97.604226641025647]	[30.416782282051283, -97.604226641025647]	[30.426464871794874, -97.604226641025647]	[30.436147461538461, -97.604226641025647]	[30.445830051282051, -97.604226641025647]	[30.455512641025642, -97.604226641025647]	[30.465195230769233, -97.604226641025647]	[30.47487782051282, -97.604226641025647]	[30.48456041025641, -97.604226641025647]	[30.494243000000001, -97.604226641025647]
[30.116622, -97.595564358974357]	[30.12630458974359, -97.595564358974357]	[30.135987179487181, -97.595564358974357]	[30.145669769230768, -97.595564358974357]	[30.155352358974358, -97.595564358974357]	[30.165034948717949, -97.595564358974357]	[30.17471753846154, -97.595564358974357]	[30.184400128205127, -97.595564358974357]	[30.194082717948717, -97.595564358974357]	[30.203765307692308, -97.595564358974357]	[30.213447897435898, -97.595564358974357]	[30.223130487179485, -97.595564358974357]	[30.232813076923076, -97.595564358974357]	[30.242495666666667, -97.595564358974357]	[30.252178256410257, -97.595564358974357]	[30.261860846153848, -97.595564358974357]	[30.271543435897435, -97.595564358974357]	[30.281226025641026, -97.595564358974357]	[30.290908615384616, -97.595564358974357]	[30.300591205128207, -97.595564358974357]	[30.310273794871794, -97.595564358974357]	[30.319956384615384, -97.595564358974357]	[30.329638974358975, -97.595564358974357]	[30.339321564102566, -97.595564358974357]	[30.349004153846153, -97.595564358974357]	[30.358686743589743, -97.595564358974357]	[30.368369333333334, -97.595564358974357]	[30.378051923076924, -97.595564358974357]	[30.387734512820515, -97.595564358974357]	[30.397417102564102, -97.595564358974357]	[30.407099692307693, -97.595564358974357]	[30.416782282051283, -97.595564358974357]	[30.426464871794874, -97.595564358974357]	[30.436147461538461, -97.595564358974357]	[30.445830051282051, -97.595564358974357]	[30.455512641025642, -97.595564358974357]	[30.465195230769233, -97.595564358974357]	[30.47487782051282, -97.595564358974357]	[30.48456041025641, -97.595564358974357]	[30.494243000000001, -97.595564358974357]
[30.116622, -97.586902076923081]	[30.12630458974359, -97.586902076923081]	[30.135987179487181, -97.586902076923081]	[30.145669769230768, -97.586902076923081]	[30.155352358974358, -97.586902076923081]	[30.165034948717949, -97.586902076923081]	[30.17471753846154, -97.586902076923081]	[30.184400128205127, -97.586902076923081]	[30.194082717948717, -97.586902076923081]	[30.203765307692308, -97.586902076923081]	[30.213447897435898, -97.586902076923081]	[30.223130487179485, -97.586902076923081]	[30.232813076923076, -97.586902076923081]	[30.242495666666667, -97.586902076923081]	[30.252178256410257, -97.586902076923081]	[30.261860846153848, -97.586902076923081]	[30.271543435897435, -97.586902076923081]	[30.281226025641026, -97.586902076923081]	[30.290908615384616, -97.586902076923081]	[30.300591205128207, -97.586902076923081]	[30.310273794871794, -97.586902076923081]	[30.319956384615384, -97.586902076923081]	[30.329638974358975, -97.586902076923081]	[30.339321564102566, -97.586902076923081]	[30.349004153846153, -97.586902076923081]	[30.358686743589743, -97.586902076923081]	[30.368369333333334, -97.586902076923081]	[30.378051923076924, -97.586902076923081]	[30.387734512820515, -97.586902076923081]	[30.397417102564102, -97.586902076923081]	[30.407099692307693, -97.586902076923081]	[30.416782282051283, -97.586902076923081]	[30.426464871794874, -97.586902076923081]	[30.436147461538461, -97.586902076923081]	[30.445830051282051, -97.586902076923081]	[30.455512641025642, -97.586902076923081]	[30.465195230769233, -97.586902076923081]	[30.47487782051282, -97.586902076923081]	[30.48456041025641, -97.586902076923081]	[30.494243000000001, -97.586902076923081]
[30.116622, -97.578239794871791]	[30.12630458974359, -97.578239794871791]	[30.135987179487181, -97.578239794871791]	[30.145669769230768, -97.578239794871791]	[30.155352358974358, -97.578239794871791]	[30.165034948717949, -97.578239794871791]	[30.17471753846154, -97.578239794871791]	[30.184400128205127, -97.578239794871791]	[30.194082717948717, -97.578239794871791]	[30.203765307692308, -97.578239794871791]	[30.213447897435898, -97.578239794871791]	[30.223130487179485, -97.578239794871791]	[30.232813076923076, -97.578239794871791]	[30.242495666666667, -97.578239794871791]	[30.252178256410257, -97.578239794871791]	[30.261860846153848, -97.578239794871791]	[30.271543435897435, -97.578239794871791]	[30.281226025641026, -97.578239794871791]	[30.290908615384616, -97.578239794871791]	[30.300591205128207, -97.578239794871791]	[30.310273794871794, -97.578239794871791]	[30.319956384615384, -97.578239794871791]	[30.329638974358975, -97.578239794871791]	[30.339321564102566, -97.578239794871791]	[30.349004153846153, -97.578239794871791]	[30.358686743589743, -97.578239794871791]	[30.368369333333334, -97.578239794871791]	[30.378051923076924, -97.578239794871791]	[30.387734512820515, -97.578239794871791]	[30.397417102564102, -97.578239794871791]	[30.407099692307693, -97.578239794871791]	[30.416782282051283, -97.578239794871791]	[30.426464871794874, -97.578239794871791]	[30.436147461538461, -97.578239794871791]	[30.445830051282051, -97.578239794871791]	[30.455512641025642, -97.578239794871791]	[30.465195230769233, -97.578239794871791]	[30.47487782051282, -97.578239794871791]	[30.48456041025641, -97.578239794871791]	[30.494243000000001, -97.578239794871791]
[30.116622, -97.569577512820516]	[30.12630458974359, -97.569577512820516]	[30.135987179487181, -97.569577512820516]	[30.145669769230768, -97.569577512820516]	[30.155352358974358, -97.569577512820516]	[30.165034948717949, -97.569577512820516]	[30.17471753846154, -97.569577512820516]	[30.184400128205127, -97.569577512820516]	[30.194082717948717, -97.569577512820516]	[30.203765307692308, -97.569577512820516]	[30.213447897435898, -97.569577512820516]	[30.223130487179485, -97.569577512820516]	[30.232813076923076, -97.569577512820516]	[30.242495666666667, -97.569577512820516]	[30.252178256410257, -97.569577512820516]	[30.261860846153848, -97.569577512820516]	[30.271543435897435, -97.569577512820516]	[30.281226025641026, -97.569577512820516]	[30.290908615384616, -97.569577512820516]	[30.300591205128207, -97.569577512820516]	[30.310273794871794, -97.569577512820516]	[30.319956384615384, -97.569577512820516]	[30.329638974358975, -97.569577512820516]	[30.339321564102566, -97.569577512820516]	[30.349004153846153, -97.569577512820516]	[30.358686743589743, -97.569577512820516]	[30.368369333333334, -97.569577512820516]	[30.378051923076924, -97.569577512820516]	[30.387734512820515, -97.569577512820516]	[30.397417102564102, -97.569577512820516]	[30.407099692307693, -97.569577512820516]	[30.416782282051283, -97.569577512820516]	[30.426464871794874, -97.569577512820516]	[30.436147461538461, -97.569577512820516]	[30.445830051282051, -97.569577512820516]	[30.455512641025642, -97.569577512820516]	[30.465195230769233, -97.569577512820516]	[30.47487782051282, -97.569577512820516]	[30.48456041025641, -97.569577512820516]	[30.494243000000001, -97.569577512820516]
[30.116622, -97.56091523076924]	[30.12630458974359, -97.56091523076924]	[30.135987179487181, -97.56091523076924]	[30.145669769230768, -97.56091523076924]	[30.155352358974358, -97.56091523076924]	[30.165034948717949, -97.56091523076924]	[30.17471753846154, -97.56091523076924]	[30.184400128205127, -97.56091523076924]	[30.194082717948717, -97.56091523076924]	[30.203765307692308, -97.56091523076924]	[30.213447897435898, -97.56091523076924]	[30.223130487179485, -97.56091523076924]	[30.232813076923076, -97.56091523076924]	[30.242495666666667, -97.56091523076924]	[30.252178256410257, -97.56091523076924]	[30.261860846153848, -97.56091523076924]	[30.271543435897435, -97.56091523076924]	[30.281226025641026, -97.56091523076924]	[30.290908615384616, -97.56091523076924]	[30.300591205128207, -97.56091523076924]	[30.310273794871794, -97.56091523076924]	[30.319956384615384, -97.56091523076924]	[30.329638974358975, -97.56091523076924]	[30.339321564102566, -97.56091523076924]	[30.349004153846153, -97.56091523076924]	[30.358686743589743, -97.56091523076924]	[30.368369333333334, -97.56091523076924]	[30.378051923076924, -97.56091523076924]	[30.387734512820515, -97.56091523076924]	[30.397417102564102, -97.56091523076924]	[30.407099692307693, -97.56091523076924]	[30.416782282051283, -97.56091523076924]	[30.426464871794874, -97.56091523076924]	[30.436147461538461, -97.56091523076924]	[30.445830051282051, -97.56091523076924]	[30.455512641025642, -97.56091523076924]	[30.465195230769233, -97.56091523076924]	[30.47487782051282, -97.56091523076924]	[30.48456041025641, -97.56091523076924]	[30.494243000000001, -97.56091523076924]
[30.116622, -97.55225294871795]	[30.12630458974359, -97.55225294871795]	[30.135987179487181, -97.55225294871795]	[30.145669769230768, -97.55225294871795]	[30.155352358974358, -97.55225294871795]	[30.165034948717949, -97.55225294871795]	[30.17471753846154, -97.55225294871795]	[30.184400128205127, -97.55225294871795]	[30.194082717948717, -97.55225294871795]	[30.203765307692308, -97.55225294871795]	[30.213447897435898, -97.55225294871795]	[30.223130487179485, -97.55225294871795]	[30.232813076923076, -97.55225294871795]	[30.242495666666667, -97.55225294871795]	[30.252178256410257, -97.55225294871795]	[30.261860846153848, -97.55225294871795]	[30.271543435897435, -97.55225294871795]	[30.281226025641026, -97.55225294871795]	[30.290908615384616, -97.55225294871795]	[30.300591205128207, -97.55225294871795]	[30.310273794871794, -97.55225294871795]	[30.319956384615384, -97.55225294871795]	[30.329638974358975, -97.55225294871795]	[30.339321564102566, -97.55225294871795]	[30.349004153846153, -97.55225294871795]	[30.358686743589743, -97.55225294871795]	[30.368369333333334, -97.55225294871795]	[30.378051923076924, -97.55225294871795]	[30.387734512820515, -97.55225294871795]	[30.397417102564102, -97.55225294871795]	[30.407099692307693, -97.55225294871795]	[30.416782282051283, -97.55225294871795]	[30.426464871794874, -97.55225294871795]	[30.436147461538461, -97.55225294871795]	[30.445830051282051, -97.55225294871795]	[30.455512641025642, -97.55225294871795]	[30.465195230769233, -97.55225294871795]	[30.47487782051282, -97.55225294871795]	[30.48456041025641, -97.55225294871795]	[30.494243000000001, -97.55225294871795]
